223901072  816  827  253  264
223902057  711  723  714  726
223903293  709  721  714  724
223903889  655  663  969  977
223704673 1003 1013  799  809
223804616  991 1001  147  157
224004569  558  566  690  698
224005838  650  660  260  270
224205093  341  353  172  182
224205261  336  347  201  212
224305386   22   31  861  870
223906564  655  667  935  947
224007637  552  564  686  696
224208324  245  257  581  591
224208723  196  204  807  816
223809725 1004 1014   51   61
223810511  963  974  227  237
224211368  195  206  792  803
224112121  356  368  802  814
224112999  402  414  586  598
224213356  350  361   74   85
224114759  395  407  603  615
243914151  350  357  979  988
223815859  974  985  143  154
224218684  163  173  881  891
224318789   28   40  721  731
224319791   50   65  610  622
223720056 1064 1075  413  424
224120607  437  448  380  391
224221137  284  291  315  323
223823878  956  963  169  178
223924886  622  631  966  975
223925643  810  820  109  119
224225584  221  230  565  574
243925438  270  277  992 1000
224226945  158  170  838  848
243927650  254  261  986  995
223728296 1015 1024  578  588
223930662  690  700  615  625
224130233  290  297  984  992
243930605  235  242  990  998
224131080  282  292 1012 1022
223932661  787  798  159  171
224332143   53   66  499  511
224233802  120  130  961  970
223835260  878  891  431  443
223936448  744  753  330  339
224036764  574  585  378  389
224237073  304  318   89  101
223838885  850  862  528  540
223938753  712  724  444  456
224138371  382  394  487  499
223840312  799  807  762  771
224043195  521  529  576  585
224043358  636  646   54   64
224243430  240  247  343  352
224145601  257  264 1015 1024
200146444  253  257  991  995
200146445  258  262  991  995
200146446  263  267  991  995
200146447  268  272  991  995
200146448  273  277  991  995
200146449  278  282  991  995
200146450  248  252  996 1000
200146451  253  257  996 1000
200146452  258  262  996 1000
200146453  263  267  996 1000
200146454  268  272  996 1000
200146455  273  277  996 1000
200146456  278  282  996 1000
200146457  283  287  996 1000
200146458  243  247 1001 1005
200146459  248  252 1001 1005
200146460  253  257 1001 1005
200146461  258  262 1001 1005
200146462  263  267 1001 1005
200146463  268  272 1001 1005
200146464  273  277 1001 1005
200146465  278  282 1001 1005
200146466  283  287 1001 1005
200146467  288  292 1001 1005
200146468  243  247 1006 1010
200146469  248  252 1006 1010
200146470  253  257 1006 1010
200146471  258  262 1006 1010
200146472  263  267 1006 1010
200146473  268  272 1006 1010
200146474  273  277 1006 1010
200146475  278  282 1006 1010
200146476  283  287 1006 1010
200146477  288  292 1006 1010
200146478  243  247 1011 1015
200146479  248  252 1011 1015
