240300630  489  499  764  774
240300916  319  333  732  742
242100301  473  484  222  232
242201589  151  161  480  490
242102157  335  346  203  213
240303713  558  567  786  795
242103669  219  229  186  196
242203436  482  491  546  554
240404475  191  200 1034 1044
242204787  579  592  566  577
237905467  866  880  259  269
242205130  169  178  494  504
242206864  651  657  589  597
242107091  143  155  182  193
242207235   26   37  473  483
238008933  902  908  552  560
242108633   25   35  165  175
240309768  489  499  792  802
240309769  269  276  753  760
242109513  672  682  288  298
235610483 1103 1111  816  825
238010960  996 1006  572  582
240310169  692  702  830  840
240410567   34   42 1026 1035
242110059  361  368  234  242
240311780  640  652  824  835
237913302  948  959  296  306
242113750  683  694  303  313
242213707  379  386  561  569
242213951  112  119  512  521
238014407 1010 1022  583  595
242214245   41   50  498  507
242115745  794  807  329  341
240317090  359  377  786  799
240317359  388  399  796  807
240317900  348  359  791  801
235618132  918  925  804  811
240319040  278  286  783  792
242219628   73   82  522  531
240320579   83   93  751  761
242220272  119  129  532  542
242220859  347  357  576  586
242221225  540  549  613  622
237922075  834  846  299  310
242022404  832  843   25   35
238023447  964  978  599  609
237924667  881  893  315  326
242124643  497  507  304  314
240325138  309  317  808  817
242125121  370  382  283  293
242125479  454  467  299  311
242126298  335  345  281  291
238028143  971  989  610  621
242128604  168  186  253  264
235629235  855  867  821  831
237929563 1001 1013  350  361
240329528  263  274  812  822
242129599  277  287  282  292
238030919 1039 1050  634  644
237831510  983  995   79   90
238031476  825  833  599  607
235632619  900  912  838  849
238032453 1012 1022  634  644
242132681  371  381  309  319
240334206  492  502  869  878
240334362  337  344  843  852
242134276  669  681  369  379
240335916  276  285  835  844
242136287  101  151  252  267
235638064  944  951  864  873
237841945  998 1010  110  121
242141937  323  331  332  340
242142659  688  695  402  411
240344263  581  591  916  926
240345203   96  105  831  840
240345734  511  521  908  918
200147346  847  869  794  816
200147372  607  617  543  553
237847452  866  876  102  112
242048265  574  588   65   75
242048345  494  505   52   62
251248319   24   34  997 1007
251248373  854  861  204  213
251248379  904  910  209  217
251248384  861  867  206  214
251248416  620  626  199  206
251248418 1094 1101  132  140
251248428  141  148 1009 1018
251248502  174  182  395  403
251248561  827  835   87   95
251248562  660  668  998 1006
251248563  790  798  174  182
251248566  527  534  363  372
251248568  378  384  638  646
251248571  246  255  304  313
251248572   12   21 1018 1027
251248573   47   55  599  608
251248662  119  133  150  160
251248786  199  206  568  575
251248797  281  287  836  843
251248801  454  460  377  384
251248833 1087 1094  938  946
251248950  740  747  990  997
251248983  362  368  478  485
251248987  810  816  706  713
240349697  140  148  853  862
242049262  593  602   74   83
242049665  623  635   80   91
242149868   94  144  294  309
251249001  468  474  361  368
251249006  930  936 1024 1032
251249049  143  149  572  580
238050676  959  969  675  685
242050989  413  425   46   56
240251695  113  121  545  553
240351415  521  530  929  938
242051498  466  478   58   69
240352283  648  658  954  964
240352411  207  219  873  884
242152132  419  429  380  390
242152354  164  171  336  345
242152811  220  234  344  354
240353031   28   42  840  850
237854705 1012 1024  147  157
240254580  103  112  552  562
235655486  829  838  891  900
