223200332  671  683  148  160
222902284  176  186  495  505
222903110  128  136  721  730
223003959  331  341  432  442
223103893  460  470  489  499
223005797  360  371  308  319
223105628  470  483  447  459
223205718  524  533  870  880
223006562  275  283  710  719
223506370  980  990  860  870
223107753  401  411  784  794
223107949  446  457  577  588
223108963  467  476  489  500
223308380  762  771  482  491
222809453  134  143  102  111
223009644  366  374  314  323
223409089  821  830  906  915
223409598  823  832  906  915
223010195  382  390  242  251
223310007  738  748  599  609
200111766  851  851   20   26
200111767  851  851   21   27
200111768  851  851   22   28
200111769  851  851   23   29
200111770  851  851   24   30
200111771  850  850   25   32
200111772  850  850   26   32
200111773  850  850   27   33
200111774  850  850   28   34
200111775  850  850   29   35
200111776  850  850   30   36
200111777  850  850   31   37
200111778  849  849   32   38
200111779  849  849   33   39
200111780  849  849   34   40
200111781  849  849   35   41
200111782  849  849   36   42
200111783  849  849   37   43
200111784  848  848   38   44
200111785  848  848   39   45
200111786  848  848   40   46
200111787  848  848   41   47
200111788  848  848   42   48
200111789  848  848   43   49
200111790  847  847   44   50
200111791  847  847   45   51
200111792  847  847   46   52
200111793  847  847   47   53
200111794  847  847   48   54
200111795  847  847   49   55
200111796  846  846   50   57
200111797  846  846   51   57
200111798  846  846   52   58
200111799  846  846   53   59
200111800  846  846   54   60
200111801  846  846   55   61
200111802  845  845   56   63
200111803  845  845   57   63
200111804  845  845   58   64
200111805  845  845   59   65
200111806  845  845   60   66
200111807  845  845   61   67
200111808  844  844   62   69
200111809  844  844   63   69
200111810  844  844   64   70
200111811  844  844   65   71
200111812  844  844   66   72
200111813  844  844   67   73
200111814  843  843   68   75
200111815  843  843   69   75
200111816  843  843   70   76
200111817  843  843   71   77
200111818  843  843   72   78
200111819  843  843   73   79
200111820  842  842   74   81
200111821  842  842   75   81
200111822  842  842   76   82
200111823  842  842   77   83
200111824  842  842   78   84
200111825  842  842   79   85
200111826  841  841   80   86
200111827  841  841   81   87
200111828  841  841   82   88
200111829  841  841   83   89
200111830  841  841   84   90
200111831  841  841   85   91
200111832  840  840   86   92
200111833  840  840   87   93
200111834  840  840   88   94
200111835  840  840   89   95
200111836  840  840   90   96
200111837  840  840   91   97
200111838  839  839   92   98
200111839  839  839   93   99
200111840  839  839   94  100
200111841  839  839   95  101
200111842  839  839   96  102
200111843  839  839   97  103
200111844  838  838   98  104
200111845  838  838   99  105
200111846  838  838  100  106
200111847  838  838  101  107
200111848  838  838  102  108
200111849  837  837  103  110
200111850  837  837  104  110
200111851  837  837  105  111
200111852  837  837  106  112
200111853  837  837  107  113
200111854  837  837  108  114
200111855  836  836  109  116
200111856  836  836  110  116
200111857  836  836  111  117
200111858  836  836  112  118
200111859  836  836  113  119
200111860  836  836  114  120
200111861  835  835  115  122
200111862  835  835  116  122
200111863  835  835  117  123
200111864  835  835  118  124
200111865  835  835  119  125
200111866  835  835  120  126
200111867  834  834  121  127
200111868  834  834  122  128
200111869  834  834  123  129
200111870  834  834  124  130
200111871  834  834  125  131
200111872  834  834  126  132
200111873  833  833  127  133
200111874  833  833  128  134
200111875  833  833  129  135
200111876  833  833  130  136
200111877  833  833  131  137
200111878  832  832  132  139
200111879  832  832  133  139
200111880  832  832  134  140
200111881  832  832  135  141
200111882  832  832  136  142
200111883  832  832  137  143
200111884  831  831  138  145
200111885  831  831  139  145
200111886  831  831  140  146
200111887  831  831  141  147
200111888  831  831  142  148
200111889  831  831  143  149
200111890  830  830  144  150
200111891  830  830  145  151
200111892  830  830  146  152
200111893  830  830  147  153
200111894  830  830  148  154
200111895  829  829  149  156
200111896  829  829  150  156
200111897  829  829  151  157
200111898  829  829  152  158
200111899  829  829  153  159
200111900  829  829  154  160
200111901  828  828  155  162
200111902  828  828  156  162
200111903  828  828  157  163
200111904  828  828  158  164
200111905  828  828  159  165
200111906  828  828  160  166
200111907  827  827  161  167
200111908  827  827  162  168
200111909  827  827  163  169
200111910  827  827  164  170
200111911  827  827  165  171
200111912  827  827  166  172
200111913  826  826  167  173
200111914  826  826  168  174
200111915  826  826  169  175
200111916  826  826  170  176
200111917  826  826  171  177
200111918  825  825  172  179
200111919  825  825  173  179
200111920  825  825  174  180
200111921  825  825  175  181
200111922  825  825  176  182
200111923  825  825  177  183
200111924  824  824  178  184
200111925  824  824  179  185
200111926  824  824  180  186
200111927  824  824  181  187
200111928  824  824  182  188
200111929  823  823  183  190
200111930  823  823  184  190
200111931  823  823  185  191
200111932  823  823  186  192
200111933  823  823  187  193
200111934  823  823  188  194
200111935  822  822  189  196
200111936  822  822  190  196
200111937  822  822  191  197
200111938  822  822  192  198
200111939  822  822  193  199
200111940  822  822  194  200
200111941  821  821  195  201
200111942  821  821  196  202
200111943  821  821  197  203
200111944  821  821  198  204
200111945  821  821  199  205
200111946  820  820  200  207
200111947  820  820  201  207
200111948  820  820  202  208
200111949  820  820  203  209
200111950  820  820  204  210
200111951  820  820  205  211
200111952  819  819  206  212
200111953  819  819  207  213
200111954  819  819  208  214
200111955  819  819  209  215
200111956  819  819  210  216
200111957  818  818  211  218
200111958  818  818  212  218
200111959  818  818  213  219
200111960  818  818  214  220
200111961  818  818  215  221
200111962  818  818  216  222
200111963  817  817  217  223
200111964  817  817  218  224
200111965  817  817  219  225
200111966  817  817  220  226
200111967  817  817  221  227
200111968  816  816  222  229
200111969  816  816  223  229
200111970  816  816  224  230
200111971  816  816  225  231
200111972  816  816  226  232
200111973  816  816  227  233
200111974  815  815  228  234
200111975  815  815  229  235
200111976  815  815  230  236
200111977  815  815  231  237
200111978  815  815  232  238
200111979  814  814  233  240
200111980  814  814  234  240
200111981  814  814  235  241
200111982  814  814  236  242
200111983  814  814  237  243
200111984  814  814  238  244
200111985  813  813  239  245
200111986  813  813  240  246
200111987  813  813  241  247
200111988  813  813  242  248
200111989  813  813  243  249
200111990  812  812  244  251
200111991  812  812  245  251
200111992  812  812  246  252
200111993  812  812  247  253
200111994  812  812  248  254
200111996  811  811  250  256
200111997  811  811  251  257
200111998  811  811  252  258
200111999  811  811  253  259
222811822   83   96  339  350
222911940  129  139  770  780
223011634  371  383  290  302
223111763  353  362 1026 1035
200112000  811  811  254  260
200112001  810  810  255  262
200112002  810  810  256  262
200112003  810  810  257  263
200112004  810  810  258  264
200112005  810  810  259  265
200112006  810  810  260  266
200112007  809  809  261  267
200112008  809  809  262  268
200112009  809  809  263  269
200112010  809  809  264  270
200112011  809  809  265  271
200112012  808  808  266  273
200112013  808  808  267  273
200112014  808  808  268  274
200112015  808  808  269  275
200112016  808  808  270  276
200112017  808  808  271  277
200112018  807  807  272  278
200112019  807  807  273  279
200112020  807  807  274  280
200112021  807  807  275  281
200112022  807  807  276  282
200112023  806  806  277  284
200112024  806  806  278  284
200112025  806  806  279  285
200112026  806  806  280  286
200112027  806  806  281  287
200112028  805  805  282  289
200112029  805  805  283  289
200112030  805  805  284  290
200112031  805  805  285  291
200112032  805  805  286  292
200112033  805  805  287  293
200112034  804  804  288  294
200112035  804  804  289  295
200112036  804  804  290  296
200112037  804  804  291  297
200112038  804  804  292  298
200112039  803  803  293  300
200112040  803  803  294  300
200112041  803  803  295  301
200112042  803  803  296  302
200112043  803  803  297  303
200112044  803  803  298  304
200112046  802  802  300  306
200112047  802  802  301  307
200112048  802  802  302  308
200112049  802  802  303  309
200112050  801  801  304  310
200112051  801  801  305  311
200112052  801  801  306  312
200112053  801  801  307  313
200112054  801  801  308  314
200112055  800  800  309  316
200112056  800  800  310  316
200112057  800  800  311  317
200112058  800  800  312  318
200112059  800  800  313  319
200112060  800  800  314  320
200112061  799  799  315  321
200112062  799  799  316  322
200112063  799  799  317  323
200112064  799  799  318  324
200112065  799  799  319  325
200112067  798  798  321  327
200112068  798  798  322  328
200112069  798  798  323  329
200112070  798  798  324  330
200112071  797  797  325  332
200112072  797  797  326  332
200112073  797  797  327  333
200112074  797  797  328  334
200112075  797  797  329  335
200112076  797  797  330  336
200112077  796  796  331  337
200112078  796  796  332  338
200112079  796  796  333  339
200112080  796  796  334  340
200112081  796  796  335  341
200112082  795  795  336  343
200112083  795  795  337  343
200112084  795  795  338  344
200112085  795  795  339  345
200112086  795  795  340  346
200112087  794  794  341  348
200112088  794  794  342  348
200112089  794  794  343  349
200112090  794  794  344  350
200112091  794  794  345  351
200112092  794  794  346  352
200112093  793  793  347  353
200112094  793  793  348  354
200112095  793  793  349  355
200112096  793  793  350  356
200112097  793  793  351  357
200112098  792  792  352  359
200112099  792  792  353  359
200112100  792  792  354  360
