235601366  881  889  974  982
235701334  451  459  765  774
235801170   45   55  550  560
235801182  674  682  449  457
235801705  472  479  480  489
235702303 1061 1077  662  675
235703495  858  866  694  702
235703781  654  664  725  735
235803037  565  572  461  470
235803438  401  410  486  496
235903118  848  858  131  141
235706378  909  917  678  687
235706957  747  759  700  712
235906776  333  342  202  211
235907106  564  571  165  173
235608048  900  907  954  962
235608846  794  805  967  977
235808899  984  996  377  389
235709455  575  585  721  731
235809240  455  463  461  470
235810123  234  241  494  503
235810215 1072 1079  362  370
235910187  902  909  103  110
235611580  775  782  964  973
235611829  740  749  969  978
235711517 1046 1054  642  651
235811216  374  382  468  476
235811793  653  661  422  430
235613754  362  370 1024 1033
235914011  237  244  197  206
235715874  152  160  772  781
235815492  575  586  423  433
235915112   59   66  223  232
235816173 1093 1103  342  352
235916055   47   55  222  231
235817603  928  935  363  371
235817678  344  354  454  464
235917050  747  757  107  117
235917512  379  395  161  173
235918085  695  706  111  123
235619564  221  228 1032 1041
235919187   42   49  214  223
235620900  794  801  936  945
235721113  140  151  758  768
235921498   46   53  207  216
235921659  461  468  139  148
235622997  606  615  960  970
235922938   35   64  194  207
235623066  918  925  911  920
235623076 1043 1053  890  900
235823722  521  528  409  418
235624330  759  775  928  940
235724818  758  765  650  658
235824888  403  411  424  433
235725052  839  848  636  646
235725932  458  466  694  703
235825302  853  860  352  361
235825357  305  316  438  448
235925383  179  190  173  185
235925827  253  260  161  170
235626341  894  901  906  915
235726387  758  766  645  653
235826988   89  101  467  479
235627115  389  400  983  993
235727972  789  796  636  645
235827192  384  391  421  429
235927159   42   50  191  200
200128917  873  883  685  695
200128921  205  215  555  565
235728522  886  893  619  628
235828118   67   77  469  479
235928410  607  623   93  107
235629390  451  459  967  976
235729339  980  992  600  612
235829013 1082 1089  306  315
235730165  686  693  646  655
235730435  257  267  713  723
235830316  360  367  416  424
235631020  537  545  949  957
235631055   47   55 1029 1037
235631437  692  700  923  932
235631844  689  699  922  932
235731004  700  708  641  650
235831307  422  429  403  412
235931737  571  579   93  102
235832014  622  633  368  378
235932168  789  797   58   67
235932648  411  418  116  125
235633978  816  823  897  906
235734105  683  691  635  644
235834356  277  284  418  427
235934957  263  274  132  143
235934969  511  521   93  103
235735741  359  367  682  691
235735945   60   72  729  741
235735979  273  280  696  705
235935280  311  321  124  135
235935963  770  778   50   58
235636512  938  947  870  879
235836023  887  898  315  325
235836054  961  973  303  315
235936139  312  322  121  131
235936193  888  896   31   39
235936895  909  916   27   35
235936943  438  446  100  108
235637021  561  569  928  936
235637602  790  800  889  899
235837752 1064 1074  284  294
235638348  800  807  887  896
235738233  520  529  649  658
235738363  803  810  605  614
235838906  845  856  314  324
235839761  333  341  393  402
235839777  119  127  428  436
235939405  846  853   29   37
235740196  653  660  623  632
235740714  532  544  639  651
235740926  314  321  676  684
235641078  214  225  972  982
235641996  434  446  933  945
235841896  820  827  310  319
235941351  251  262  116  126
235941735  236  245  118  127
235842809  770  780  315  325
235942971  483  491   76   85
235743622  707  714  605  614
235943253  811  819   23   31
235943481  333  343   97  107
235943828  375  383   90   98
235744733  113  123  697  707
235744858   39   48  709  718
235844738   83   90  420  428
235944274  319  326   98  107
235645669  288  296  948  956
235745225  770  778  591  600
235646437  547  556  904  914
235647411   18   29  986  996
235847069 1071 1078  257  266
235847339  616  628  325  336
235748438 1051 1058  538  547
235748515  842  851  570  579
235848022  945  955  273  283
251248332  870  877  328  337
251248449  734  742  817  826
251248519  985  994  990  999
